Column1,Gad2-IRES-Cre__L5__inh,Sst-IRES-Cre__L6__inh,Nos1-CreERT2|Sst-IRES-FlpO__L5-L6__inh,Oxtr-T2A-Cre__L5-L6__inh,Rbp4-Cre_KL100__L4__exc,Sim1-Cre_KJ18__L4-L6__exc,Chrna2-Cre_OE25__L5__inh,Tlx3-Cre_PL56__L4-L6__exc,Chrna2-Cre_OE25|Pvalb-T2A-Dre__L5-L6__inh,Chat-IRES-Cre-neo__L2/3__inh,Htr3a-Cre_NO152__L4__inh,Sst-IRES-Cre__L4__inh,Pvalb-IRES-Cre__L4__inh,Htr3a-Cre_NO152|Pvalb-T2A-Dre__L5-L6__inh,Vip-IRES-Cre__L6__inh,Vip-IRES-Cre__L5__inh,Penk-IRES2-Cre-neo__L5-L6__exc,Ndnf-IRES2-dgCre__L1__inh,Chrna2-Cre_OE25__L6__inh,Htr3a-Cre_NO152__L2/3__inh,Nos1-CreERT2__L1-L4__inh,Nr5a1-Cre__L4__exc,Pvalb-IRES-Cre__L6__inh,Ntsr1-Cre_GN220__L6__exc,Vip-IRES-Cre__L4__inh,Pvalb-IRES-Cre__L5__inh,Nkx2-1-CreERT2__L5-L6__inh,Chat-IRES-Cre-neo__L4__inh,Gad2-IRES-Cre__L1__inh,Vip-IRES-Cre__L1-L2/3__inh,Vipr2-IRES2-Cre__L1-L6__inh,Nkx2-1-CreERT2__L1-L4__inh,Scnn1a-Tg2-Cre__L4__exc,Sst-IRES-Cre__L1-L2/3__inh,Oxtr-T2A-Cre__L1-L4__inh,Rbp4-Cre_KL100__L5__exc,Htr3a-Cre_NO152__L5-L6__exc,Ctgf-T2A-dgCre__L6__exc,Vipr2-IRES2-Cre__L1-L6__exc,Nos1-CreERT2__L5-L6__inh,Htr3a-Cre_NO152__L6__inh,Scnn1a-Tg3-Cre__L2/3-L4__exc,Sst-IRES-Cre__L5__inh,Oxtr-T2A-Cre__L5-L6__exc,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre__L1-L4__inh,Esr2-IRES2-Cre__L5-L6__exc,Pvalb-IRES-Cre__L2/3__inh,Htr3a-Cre_NO152__L5__inh
218952,2.980582533,2.625651991,4.331307267,1.76291575,2.959317706,3.480614009,3.438859617,3.439763305,3.575382301,1.332274663,1.678072493,2.503543364,3.293022878,4.427895535,1.77267522,1.820682875,3.672861179,2.414718022,2.774933648,2.715448374,2.384983218,3.212328551,3.218321645,2.901507045,2.571275921,3.191633958,2.637775762,3.492050033,2.566920034,1.992541987,3.648484195,3.65307316,3.459656746,2.338689906,2.122772099,3.260359968,1.419695035,3.840598968,2.973636381,3.441108609,3.176390086,3.08863532,3.025787692,2.387675435,2.988623905,2.115188648,2.907659837,2.310532062
108101,0.153681629,0.07398342,0.15,0.045279918,0.231277482,0.042836824,0.255777473,0.075163967,0.205444232,0.225091328,0.102255645,0,0.314692645,0,0,0.114481896,0.045454545,0.111679902,0.142510993,0.049530078,0.030514727,0.102772233,0.183911834,0.053298196,0.083801639,0.241007511,0.076923077,0,0.151475215,0.034697483,0.152551475,0,0,0.073836132,0.052734402,0.085872382,0,0.069945687,0,0.327331853,0.211216565,0.009345794,0.097352547,0.064576937,0,0,0.263168428,0.213646365
14159,0.169701449,0.0413594,0,0,0.0625,0.034931926,0,0,0.344573394,0.170257862,0,0,0.1689471,0,0,0,0,0,0,0,0.041384293,0.032234115,0.225211968,0,0,0.475328387,0,0,0.007791705,0,0.208987832,0.03125,0,0.025,0.07959729,0.025488123,0,0,0,0.068292003,0,0.029625467,0.053739728,0,0,0,0.111877977,0
59083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260298,0,0,0,0.067256855,0,0,0,0.092649009,0.086228184,0,0,0,0.088687542,0,0,0,0,0,0,0,0,0,0,0,0,0.054264783,0.473057471,0,0,0.024835166,0,0,0,0.047591937,0.0381148,0.009849626,0,0,0.128454929,0,0,0.047937224,0,0,0.254231064,0.112700676,0.102563861,0
235180,10.53505701,10.23974095,9.773230398,9.80323849,9.055586248,9.09618662,10.94703446,9.153904879,10.57383015,9.757108902,9.760294029,11.19333596,10.89522867,10.94388768,10.2402946,9.90517151,9.824810589,10.16984863,10.58246995,10.07484207,9.743441433,9.196887122,11.11244824,9.734132571,9.869192175,11.09491784,10.4212471,9.954941748,9.994310335,9.707380046,9.823748072,10.70606273,8.704544436,10.27176862,9.547718511,9.418088286,9.650382143,9.389673434,9.330515863,10.1850603,10.02355249,8.032945502,10.56571487,9.259418149,10.37153353,8.982929948,10.84235942,10.42042564
225020,5.042487311,5.621453173,7.056690484,4.11633821,4.752180027,4.492279661,5.701659206,3.988856936,5.694842795,3.617723553,1.16057708,3.743222684,6.560563249,5.287126056,3.275974405,3.454384119,4.049401613,3.365829914,4.612906896,2.36710581,3.402370368,3.181464538,6.663771876,4.114681792,2.644571167,6.515739029,4.427082069,4.259658523,3.042695627,3.233382504,3.33767285,5.115021563,4.167703334,4.08299881,2.012028428,5.578752961,4.640688003,6.458257174,4.397973747,6.428925857,3.669817811,2.685094983,5.377365298,3.699752865,3.67029886,5.636835812,6.467873324,4.591430714
73191,0.043686245,0.0380391,0.05,0,0,0.027027027,0.01754386,0.055585369,0,0,0.032258065,0.314493784,0,0,0.026315789,0.010989011,0.022727273,0,0,0.0625,0.010869565,0.128546037,0.042553191,0.030927835,0.014925373,0.009174312,0.076923077,0,0.003355705,0.013422819,0,0,0.045454545,0.025,0.017094017,0.046265418,0,0.013333333,0.046511628,0,0.043478261,0.037383178,0,0,0.480583824,0.299373395,0.023474178,0
54713,0.006116208,0.074575425,0.34289905,0.016129032,4.322293702,6.940187095,0.01754386,4.690390454,0.016949153,0.111111111,0,0,0,0,0,0.032967033,0.068181818,0.12157554,0,0,0.02173913,0.502005987,0,7.756481032,0,0.050354495,0.121920192,0,0.13768605,0.020134228,0.498511849,0.03125,3.711760215,0,0.076923077,6.842476005,6.884672004,6.401124054,2.64677065,0,0.190970323,0.85556413,0.039892589,0.461366127,0.058823529,0.062754813,0.004694836,0.033333333
233081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01114741,0,0,0,0,0,0.013546688,0,0,0,0,0,0,0,0,0,0,0,0,0
233079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007550975,0,0,0,0,0,0.009345794,0,0,0,0,0,0
233080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022319424,0,0,0,0,0,0,0,0,0,0,0,0
107221,0.596032818,2.644693004,0.271313238,0.340917133,0.282722622,0.066309332,0.756785025,0.049569041,0.956315599,0,0,0.4322625,0,0,0.052631579,0.212203073,0,0,2.095583197,0,0.234028268,0,0.865457053,0.052879206,0.101983433,0.190137085,0,0,0.015955998,0.056410345,0,0,0,0.129164442,0.050890567,0.011158112,0,0,0,0.632193536,0.550123694,0,0.687995681,0,0.384656401,0,0,0.263160592
14161,0.035982002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047742581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0,0,0,0,0,0,0,0,0,0,0,0,0
14163,0.875561357,0.492022101,0.490367746,0.025563911,0.94574106,0.490948244,0.4316639,0.758406082,0.785838726,0.685731204,0.315262555,0.466298456,0.781058774,0.617418299,0.48025055,0.728918995,0.340973069,1.030202838,0.364216717,0.163997735,0.517000897,0.53323839,1.173037802,0.319276009,0.310303709,0.895878125,0,0,0.733032728,0.514569115,0.522239409,0.692182698,0.352494886,0.540589601,0.178090959,0.609147417,0,0.620854203,0.27621591,0.852178709,0.397371798,0.977035002,0.564792271,0.241143799,0.371878123,0.133897198,0.890445767,0
26382,0.018484386,0,0,0,0,0.013513514,0,0.048030974,0.016949153,0,0,0,0,0.142857143,0,0,0,0,0,0.03125,0,0.020758824,0,0,0,0,0.076923077,0,0.006711409,0,0,0,0.181818182,0,0.008547009,0.01811191,0,0,0.119285652,0,0,0,0.007142857,0,0.058823529,0,0,0
30938,0.551119048,0.623964946,0,0,0,0.073327902,0.239105527,0.008695652,0.735537418,0.193813331,0.214781016,0.609130883,0.729797701,0.881417857,0.068025329,0.31155098,0,0,0.388678388,0.431924209,0.383484454,0.010637706,0.895342175,0,0.694663626,0.80154299,1.100707085,0.811481637,0.173585792,0.855798124,1.120336043,0.861720481,0,0.856871769,0.446739428,0.046505633,0,0,0,0.331099642,0.137822826,0,0.41714247,0,0.962289757,0,0.975521606,0
224014,2.927481531,3.501612723,3.183855553,2.028048275,2.322459884,2.73024028,3.02868526,1.723793662,3.133088697,3.229214212,1.949613597,3.554100933,2.259129356,2.043967147,2.82651309,2.963224126,3.400305259,3.702305614,3.427204766,2.507338927,2.558798205,1.793642411,3.534581213,3.396393309,3.020631657,2.735112427,1.08205861,2.961968769,2.651483785,2.17507494,3.225954737,2.276115342,3.259852826,2.835923232,2.056248367,2.513249229,2.896107522,3.976629055,2.511188063,2.642149934,1.96612674,2.209961167,2.945221195,2.922862072,2.75419159,3.648091375,2.3956135,2.215062
232237,0.3236064,0.301632436,2.187473588,0.09918947,0,0,0.040735581,0.033972962,0.109481892,0.484974427,0.083385887,0,0.274555999,0,1.472010593,0.862006033,0,0.332481312,0.348549115,0.163997735,0.978751697,0,0,0.077399945,0.605468605,0.056349751,1.973522585,0,0.274700553,0.21880341,0.457022788,0,0,0.092403968,0.108749239,0.055013404,0,0.05151947,0,0.676296712,0.554478599,0,0.011321161,0.053624717,0,0,0.120126387,0.066666667
13998,0.069488341,0.139144777,0.129248125,0.177532698,0.244180662,0.166344275,0.040735581,0.139275837,0,0.153432277,0,0,0,0,0,0.010989011,0.282127907,0,0,0.225900584,0.153008865,0.163510978,0.124104043,0,0,0.048344765,0.513263488,0,0.106160521,0.078222037,0.158345548,0.242548476,0.117498295,0.221575897,0,0.055870982,0,0.231833971,0.342378463,0.709366904,0,0.043929343,0.066585201,0.364609349,0,0.081081081,0.119972249,0
14164,1.149735458,0.635097873,4.932282575,0.451908909,0,0.154180959,0.055612719,0.09906363,0.294957556,3.365280332,2.328815847,0,0.357318915,0,2.589627499,3.120374131,0.022727273,0.131401731,0.991275043,1.873048227,1.099745971,0.247965405,0.688051924,0.089406447,3.473559719,0.669125798,0.292873456,5.211006871,0.571841237,2.485790931,1.999384823,0.242340234,0.045454545,0.336115127,0.949169873,0.105722428,0,0.240052249,0.165797279,2.800571529,2.835383994,0.181245073,0.496285784,0,1.036860097,0.971950262,0.424336385,2.655647942
14165,0.493306206,0.671830402,0,0.393726739,0.842746357,1.991983971,0.22471867,0.091845586,2.71826769,0.222222222,0.161290323,0,0.186922464,1.093007384,0.14190309,0.010989011,4.390468939,2.761395468,0.66432855,0.397614405,1.423606438,0.200482525,1.79398568,2.657013806,0,1.175701283,0,0,2.537675562,0.006711409,0.316809485,0.990364068,0,0.162215999,0.866956234,1.69990603,1.406567107,0.89114199,1.678877634,0.549750748,0.112389674,0,0.525402834,3.273268178,0.378996676,2.997904773,1.118335322,0.588753758
14166,3.861836504,3.708543858,0.05,2.63628578,0.317966428,0.795800052,4.104194103,0.145803103,4.066653414,1.896938953,3.770698941,4.30789477,5.244714978,4.168560957,3.619791551,4.289218074,0.022727273,5.387582497,3.122328249,4.174700619,3.269531482,0.022330308,4.499354719,0.934379267,2.731024161,4.551133515,5.307573829,1.765029735,4.603097587,3.431975153,4.359618488,4.541247616,0,3.744966254,3.281654908,1.146619201,2.351316153,3.034609803,0.323677159,2.377708249,3.808448251,0,4.211876729,0.515724707,3.049132106,0.739988687,5.523040123,2.98453168
14167,9.166313972,9.958740947,10.1025956,8.436492008,9.39052624,8.796894589,9.719859293,9.03873777,10.52594847,8.334298405,8.53070138,8.87553709,10.78531251,10.36490876,8.340380441,8.526619108,8.918324542,6.380045456,10.02874396,7.479501806,6.832397915,8.983660568,10.82042276,8.646243213,8.395945068,10.94655662,8.190475765,8.104996352,6.884176091,8.110665052,8.092568307,10.46823226,8.941347046,9.83535713,7.302175706,9.115897036,8.626508686,9.466030404,8.951549832,10.11640857,8.850046017,8.335143404,9.325049961,8.370892776,8.638854113,7.851822032,10.17284884,9.248300564
14168,7.514660557,6.918276427,1.621342168,4.680293858,5.242727873,4.53623326,8.629630086,4.801385933,7.730417963,3.849163707,5.148357595,6.306927736,6.403714033,7.229337203,6.039150711,6.9424733,5.474526307,10.40987687,7.867917035,5.074291376,7.13941725,6.148857902,7.260726316,4.683861686,6.679152759,6.343623402,10.85471608,4.080035192,8.648057024,5.385655807,4.858610879,7.976075346,4.403958194,4.06521366,6.055640142,5.599909255,3.923041402,4.965792805,5.209646711,3.149825436,4.891165365,4.710343543,7.523825326,4.160471319,7.226821706,5.477613442,7.032588006,6.440463608
14169,5.219305638,5.133482402,5.049818536,4.321507569,5.731063117,5.127644109,5.07906668,5.311610716,3.514876123,4.110387114,2.956134079,6.059681639,5.069652254,4.077186008,4.679114203,3.850825249,5.245965568,5.514410339,4.480693816,2.489179984,5.036242276,5.6837965,4.268362391,5.700891658,3.188683303,4.452069924,4.355092416,5.845529454,4.881468761,2.461850629,3.893729958,2.981942999,5.350146366,5.262350649,2.968416474,5.246980372,5.814738532,6.040801005,5.499047175,4.997098973,4.515520603,5.207856583,5.348199258,4.505237577,3.821266149,4.748433604,4.69972376,3.326845569
14170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80903,0.059083851,0,0,0,0,0.08978184,0,0,0,0,0,0,0,0,0.100193551,0.107773131,0.022727273,0,0,0,0.118355905,0,0,0,0,0,0,0,0.061689603,0.149440538,0.159857986,0.260620313,0,0,0.062657409,0.072321925,0,2.020744407,0.11627907,0.129185807,0,0.009345794,0,0.08745709,0.296729066,0,0.078754869,0
14171,0.00484698,0,0,0,0,0.013513514,0.052631579,0.192037759,0.077711229,0.177564373,0,0,0,0,0,0,0,0,0,0,0.010869565,0.040769097,0,0.093212981,0,0.011857626,0,0,0.046544848,0,0,0,0.181818182,0,0,0.038307843,0,0.077529044,0.086056738,0,0,0.038971262,0,0.233680121,0,0.027027027,0.038898602,0
14172,0.710888734,0.369462429,0.595062202,0.701986482,0,1.005388593,0.131436019,0.042668614,2.318238496,0.207206434,0.207836887,1.159079039,2.560473859,1.726685669,0.123695782,0.314784092,0,0.6141218,1.507294794,0.174530078,0.670733802,0.004115226,2.004817952,0,0.142490962,2.703436395,2.086112829,0.821231951,0.553969683,0.272769028,1.121629829,1.85686292,0.136363636,0.680541772,0.551258316,0.51682502,0,0.640618215,0.119285652,0.997972618,0.229800096,0,0.305052462,0,0.935228515,0.297468272,3.077295404,0.569345318
14173,0.019548371,0.079255125,0,0,0,0,0,0.013782283,0.071998771,0.055555556,0,0,0,0,0,0,0,0,0.135656619,0,0.037602518,0.008230453,0,0.040277223,0,0.041047556,0,0,0.020057986,0,0,0,0,0,0.017094017,0.015294038,0,0.067648033,0.208506611,0,0,0.035582756,0.06150732,0,0,0,0.045410448,0
80857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56636,0.00484698,0,0,0,0,0.021418412,0,0,0,0,0.220005773,0,0,0,0,0.041839065,0,0,0,0,0,0.030349957,0,0,0,0,0,0,0.006711409,0.006711409,0,0,0,0,0,0.017608356,0,0,0,0,0,0,0,0,0,0.133897198,0,0
67112,1.346004132,1.509798395,1.927324064,1.02715222,1.922005694,1.355391318,1.819346797,1.354539319,0.707831178,1.262169457,0.620894907,1.814474369,1.63978924,1.237905131,0.772325421,1.206286643,0.48672342,1.022804327,0.996099118,0.727738247,1.20921901,1.044022483,2.268260668,0.457499295,1.204748957,1.657294488,1.190985227,0.819323606,1.13605656,1.396753839,1.453615762,0.510181166,0.575535368,0.662984145,0.409169504,1.134806094,0,0.672087316,0.985389522,0.929520761,0.799068079,0.582178548,1.331052198,0.288114956,1.674573696,0.445111703,1.370879913,1.006582624
64654,0.326032108,0.213261068,0.478112121,0.143948589,0.198120313,0.099896181,0.445180839,0.116405834,0.527097761,0,0.266062178,0.379084091,0.777619571,0,0.583712809,0.228743371,0.022727273,0,0.586350653,0.33535372,0.197142948,0.219714101,0.412739227,0.195496102,0.323783387,0.422322178,0,0.125,0.226932632,0.453052751,0.077982081,0.273590234,0.295084232,0.246638173,0.418447019,0.121522618,0.176106945,0.285353908,0,0.459566242,0.562494514,0.318171834,0.197236561,0.126440562,0.544274437,0.318304198,0.381042037,0
329626,0.251977661,0.233169095,0.306464151,0.070843829,0,0.125478408,0.164550498,0.057390546,0.388737166,0.027777778,0.339878942,0.587221056,0.396764246,0,0,0.075362429,0.164940633,0,0.196912924,0,0.010869565,0.262506798,0.033722606,0.285861237,0.110587924,0.155203664,0,0,0.096577659,0.166858055,0,0,0,0.356910691,0.065576285,0.117438084,0.595283556,0.215513896,0.036859593,0.54268268,0.426686139,0.191374047,0.228974398,0.202629167,0.165138525,0.350034722,0.292652336,0.289080845
14174,0.006116208,0.008,0,0,0,0,0,0.017391304,0.043812924,0,0,0,0,0,0,0.010989011,0.022727273,0,0,0,0,0.022983385,0.021276596,0,0,0,0,0.125,0.024920352,0.051956154,0,0,0,0,0,0.016669011,0,0,0.102146917,0,0,0,0,0.022323416,0,0.168862906,0,0
14175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14176,0.236794903,0.239755845,0,0,0.70555413,0.496961513,0,1.347196688,0.924885921,0,0,0,0.540738698,2.00220215,0,0.126101393,1.060284581,0.019230769,0.181669664,0,0,1.033036352,2.400327556,2.442491615,0.08423666,1.000298799,0,0,0.012030076,0.067807301,0.38933644,0,0.671243493,0,0.054781119,0.996009683,3.840279752,2.135150689,0.968467575,0.161525091,0.306278005,1.244655458,0.090816039,0.785593426,0.411764706,1.644015976,0.09217172,0
14177,0,0,0,0,0,0,0,0.008695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14178,0.152605561,0.140632406,0.25849625,0.016129032,0.099060156,0.184618623,0.111842797,0.053298113,0.203508937,0.144707038,0.032258065,0.483811645,0.07712194,0,0.026315789,0.052251511,0.058749148,0.178565427,0.468968593,0.433043684,0,0.163566438,0.07873276,0.156785921,0,0.04750666,0,0,0.091381416,0.018841308,0,0,0,0.175771359,0,0.091740293,0.574436111,0.071542127,0,0.42905228,0,0.074446582,0.055247926,0,0,0.132618665,0.047746127,0.152832083
14179,0,0,0,0,0,0,0.02780636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0.010197788,0,0,0,0,0,0,0,0,0,0,0,0
14180,6.013830981,4.619257738,4.232293999,5.040202377,4.243707546,4.642862358,5.860839858,4.20752609,7.765809622,5.115900429,4.715572953,6.026470268,8.507114112,7.31502354,6.727385743,6.033816667,2.841048931,8.086763391,5.794219729,5.555248114,6.431652671,5.387102242,8.023924155,3.369744064,5.261614055,8.058040908,9.008979281,6.608390644,6.308519739,5.053313632,6.602793015,8.319918227,5.315344582,6.158100374,5.815791985,4.65585962,0.832428122,1.804982256,3.249790932,4.076730379,4.830116264,4.239429716,5.011412671,1.571410214,6.975731325,3.992999966,8.334500658,5.611571069
14181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989011,0,0.019230769,0,0,0,0,0,0.082474227,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0
72514,2.438311922,2.499231433,0.530643425,2.47404335,2.200148464,2.979105226,2.327823572,2.318305025,1.991533444,2.178851469,1.963212085,2.466344384,2.177246653,1.283284796,1.523317055,1.493670886,3.556341469,1.836034767,2.123069423,2.939710466,1.89861646,2.402265415,2.442843422,2.95598148,2.108124971,2.234908084,2.239723965,3.213432346,1.702219796,1.421659869,2.380700299,3.255531733,1.275257334,2.682239469,1.922857932,2.348355219,0.411159969,1.911473632,2.444537642,0.930744977,3.301524139,2.64564844,3.266759099,2.339220572,1.84114801,2.338750491,2.73927561,2.656326548
14182,2.157785565,1.817336543,4.670399616,1.106588762,1.151115782,1.441617116,1.576427736,1.143913592,2.093494911,3.643765031,2.376794832,1.125200957,1.221423824,2.433001701,2.951125819,2.131353438,0.238451207,0.430266524,1.965266942,1.650716962,1.522826382,0.384775372,2.044115213,2.323564579,2.739440771,1.403399009,0.489042462,5.492615401,1.061662053,2.17085516,2.864259563,1.193949429,0.331154646,2.105486569,1.46455799,2.209816687,0.311928325,3.379925398,0.641268758,3.406281635,1.675802517,0.500941301,1.574201196,0.610536881,2.087073,0.181092965,1.807810576,2.922855553
75296,5.046572566,5.048158222,5.189046514,3.491281587,3.475900974,2.668389967,5.756798103,3.881748062,5.340271889,2.663586175,3.034376829,5.65086861,4.711814206,6.852300286,3.144130244,3.278474879,3.886956997,3.811981643,4.594861476,2.765443948,3.317983404,3.707744875,5.790166171,2.779277642,3.20656628,5.416422863,3.404210529,1.758313711,3.96816713,2.673172446,2.757269922,4.843215955,3.23454331,4.588496188,2.990998175,3.773539531,3.305238535,4.476516684,3.911188448,5.721008325,2.53839257,2.98025944,5.004742691,3.54318589,3.012178133,2.955344205,6.086547907,3.878698628
67529,7.670161432,7.495414269,7.797481705,6.406172415,8.322211305,8.073340373,7.816331691,7.883487934,7.127877944,6.002680431,5.065652312,8.119393231,7.974141382,6.993803218,6.063102121,6.143049139,8.729938881,7.927673204,7.021020219,5.442257205,5.982830962,8.461731229,7.930565409,7.980353056,6.378422839,8.057065469,8.349605097,7.837414674,7.110171628,5.797792053,5.988440239,7.676759037,8.336457053,7.647790141,5.825018391,8.333950781,7.149260198,7.946097281,8.341786139,8.108263105,5.256405552,7.489655966,7.300443515,7.88200625,7.624809851,8.106971745,8.256329674,6.672980915
14183,1.198292054,0.277094201,0.290367746,0.943833801,0,0.052795819,1.140851947,0.214109081,0.990208255,0.572389701,0.032258065,1.014934403,1.663753346,1.702268483,0.379054661,0.326812147,0,0.152055588,0.390009439,0,0.463851143,0.004115226,0.813029713,0,0,1.241452382,0.72165715,0,0.51031552,0.07392896,0.977191076,1.170419796,0,0.9114032,0.203915769,0.068434777,0,0,0,0.637879354,0.579993478,0.009345794,0.675048806,0.014084507,0.421760294,0,1.709715756,0.066666667
14184,0.105839978,0.056699703,0.294132152,0,0,0.152846119,0,0.11371144,0,0.665697284,0.314349479,0,0.018867925,0,0.194534669,0.120077332,0.177439885,0,0,0.867690916,0.312806784,0.210045292,0,0.070178917,0.723338135,0.047425396,0,0.880549265,0.056854076,0.411770799,0.699850083,0,0.321185872,0.025,0.106586828,0.106446907,0.111111111,0.030566417,0.380991256,0,0.043478261,0.198973485,0.099205309,0.258720243,0.628101155,0.120525179,0.067291809,0.110730936
14185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14186,0.0604125,0.0540391,0,0,0.099060156,0.042836824,0.035087719,0.026086957,0.016949153,0.226942361,0.083385887,0,0,0.142857143,0.026315789,0,0.036021875,0.038461538,0.114624063,0.049530078,0.043478261,0.052489249,0.085106383,0.030927835,0.111818703,0.036697248,0,0,0.032164304,0.03077156,0.071804514,0.0625,0.045454545,0.0125,0.027093376,0.038848921,0.222222222,0.04,0.036859593,0.046616544,0.068911413,0,0.05,0.014084507,0,0,0.061032864,0.052832083
116701,0.14770113,0.047255125,0.116096405,0,0,0.117760075,0.10188342,0.215624562,0.135208134,0.027777778,0,0,0.111450766,0,0.179478394,0,0.175009994,0.12390276,0.039624063,0,0.154661073,0.069176259,0,0.332057577,0.07716306,0.072135196,0,0,0.047699057,0.04335189,0.120053558,0.03125,0,0.072911125,0,0.146788378,0,0.156926513,0.233078321,0.236114882,0,0.16451757,0.06528251,0,0.381873712,0,0.152748756,0.250259821
99571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057847045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75578,2.158212884,2.59636142,1.856377008,1.603104639,1.793078037,2.234042157,3.09341121,2.247637157,2.366151537,1.500490749,0.352913342,2.13389865,2.832883974,2.292105089,1.349592958,0.756729645,3.864736185,2.317195411,2.451720796,0.220137316,0.979235831,1.410190078,3.343133242,1.719314083,1.162695268,2.379005078,0.981817489,1.872785076,1.300028852,1.057035194,1.781118533,2.187087245,2.808335795,1.527452194,1.406430567,3.124701136,1.590933509,3.826323468,2.462822036,2.534707616,1.24633445,1.502430655,2.533949886,3.188315419,1.900509055,3.515705893,3.185353656,1.640899672
234199,0.073012182,0.071255125,0,0.181656164,0,0.061958953,0,0.125465139,0.143100737,0.027777778,0,0,0,0,0.18651218,0,0.623397413,0.278635242,0.132135055,0.168509919,0.243453031,0.082327493,0.126685028,0.057883607,0,0.086300973,0.326763655,0,0.137709264,0,0,0.150229841,0.253861932,0.148029379,0.144464745,0.186554913,0.698378024,0.036396211,0.302517524,0.141392792,0,0.05274632,0.029785179,0.076893403,0,0.027027027,0.169771615,0
14190,0.061374464,0.155539029,0,0,0,0,0,0,0.234355011,0,0,0,0,0,0.549136374,0.058874198,0,0.135469118,0,0.442495979,0,0,0.259476004,0,0.068432276,0.059528807,0.564603846,0,0.075936256,0.047708218,0,0.238870506,0,0,0.022093697,0,0,0.263191993,0,0,0.44051552,0,0,0,0.419369589,0.108108108,0.119180465,0.230229687
14191,0,0.022458839,0,0,0,0,0,0,0,0,0.201546049,0,0,0,0,0,0,0,0.025,0,0,0.025789245,0,0,0,0.016974494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127115532,0,0,0,0,0,0,0,0.16356302
14194,7.959713936,8.046127688,8.288402538,7.170130081,7.170674425,7.517532014,8.58752731,7.411213694,8.602542633,6.927521548,7.037057874,8.373727432,8.795675714,8.307242052,7.545694766,6.870936206,8.228726202,8.535369207,8.262273591,7.176296714,7.456757377,7.075333497,8.950915245,7.73389166,7.847982385,8.793959251,8.506592432,8.475018457,7.665542229,7.420887135,7.702417368,8.970225912,6.227173261,8.339024676,7.600093937,7.737795145,8.385525878,7.885756351,7.630219437,8.271949009,7.458582762,5.823345481,7.939534154,7.354584998,7.663386539,6.62964273,8.919568506,7.664194453
329977,0.853263192,1.270879956,0.880018878,0.353136111,1.18925627,1.793609011,1.0858927,2.26270761,1.09294218,0.378958417,0.409719563,0,0.363965337,0.142857143,0.87781424,0.368866932,1.599999869,0,1.387573584,0.928216872,0.373214418,0.559640182,1.908392324,2.669848828,0.571069893,0.95628614,0.527537,0,0.354431556,0.949641627,0.846696052,0.378330092,0.726588747,0.474361064,0.666873042,2.027182329,2.512114935,2.137385155,0.732541253,1.741422611,0.364320799,0.487529331,0.821604062,0.616058671,1.281529127,0.826320616,0.6837999,1.693278689
